,name,latitude,longitude,address,category,rating,category_count
992,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
993,Diffusione Tessile,45.46528,9.19709,"Galleria San Carlo 6, 20122 Milan, Italy",Women's Clothing,4.0,1
994,I Santi,45.45134,9.20468,"Via Bernardino Corio, 2, 20135 Milan, Italy",Leather Goods,4.0,1
995,Ferretti 1922,45.45681,9.20491,"Viale Monte Nero, 35, 20135 Milan, Italy",Shoe Stores,3.0,1
996,L'Essenza del,45.46408916,9.19862132,"Via Cerva 12, 20122 Milan, Italy",Coffee & Tea,4.5,1
997,Surimono,45.4669794,9.2009293,"Corso Monforte 25, 20122 Milan, Italy","Accessories, Home Decor",4.7,2
998,Misselle,45.45403,9.20381,"Viale Monte Nero, 16, 20135 Milan, Italy",Children's Clothing,0.0,1
999,Salvagente,45.46584,9.21452,"Via Fratelli Bronzetti 16, 20129 Milan, Italy","Outlet Stores, Men's Clothing, Women's Clothing",3.5,3
1000,Libraccio,45.4633899,9.19353,"Via San Clemente 4, 20122 Milan, Italy","Bookstores, Used, Vintage & Consignment",4.0,3
1001,Diffusione Tessile,45.46528,9.19709,"Galleria San Carlo 6, 20122 Milan, Italy",Women's Clothing,4.0,1
1002,L'Essenza del,45.46408916,9.19862132,"Via Cerva 12, 20122 Milan, Italy",Coffee & Tea,4.5,1
1003,Nespresso,45.4655517038467,9.19399040106134,"Piazzetta del Liberty 8, 20121 Milan, Italy","Coffee & Tea, Appliances, Cafes",3.7,3
1004,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
1005,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
1006,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
1007,Mango,45.4651180489936,9.19477572128513,"Corso Vittorio Emanuele II 24, 20122 Milan, Italy","Women's Clothing, Accessories, Leather Goods",3.3,3
1008,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
1009,GAP,45.46553,9.19604,"Corso Vittorio Emanuele II 24/28, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.1,3
1010,Lola Calzature,45.46388,9.1965,"via Felice Cavallotti, 13, 20122 Milan, Italy","Children's Clothing, Shoe Stores",4.0,2
1011,Le Tre Gazzelle,45.46529,9.19527,"Corso Vittorio Emanuele II 22, 20122 Milan, Italy","Coffee & Tea, Ice Cream & Frozen Yogurt, Chocolatiers & Shops",2.6,3
1012,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
1013,Pelletteria Fontana,45.46272,9.19343,"Via Santa Tecla 5, 20122 Milan, Italy",Leather Goods,5.0,1
1014,Furla,45.4650901,9.194817,"Corso Vittorio Emanuele, 18, 20121 Milan, Italy",Leather Goods,4.0,1
1015,H&M,45.46569,9.19734,"Galleria Passarella 1, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.5,3
1016,Zara,45.465425751756,9.19549916607884,"Corso Vittorio Emanuele II 11, 20122 Milan, Italy","Women's Clothing, Men's Clothing, Children's Clothing",3.1,3
1017,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
1018,Naturino,45.4638599,9.19776,"via durini, 4, 20122 Milan, Italy",Shoe Stores,5.0,1
1019,& Other Stories,45.464859,9.1931,"Corso Vittorio Emanuele 1, 20122 Milan, Italy","Women's Clothing, Accessories, Shoe Stores",4.0,3
1020,Terminal Bus di Lampugnano-Giulio Natta,45.489284,9.122141,"Via Giulio Natta 226, 20151 Milan, Italy",Buses,2.0,1
1021,Golf Us,45.5009151,9.1217532,"Via Gallarate 221, 20151 Milan, Italy","Sports Wear, Golf",4.0,2
1022,Foot Locker,45.4962121315149,9.1133714094758,"Via Giacomo Quarenghi 23, 20151 Milan, Italy","Shoe Stores, Sports Wear",4.0,2
1023,Celio,45.49699008,9.11422223,"Via Giacomo Quarenghi 23, 20151 Milan, Italy",Men's Clothing,4.0,1
1024,Doctor Tennis,45.49706,9.13119,"Via Gallarate 131, 20151 Milan, Italy","Sports Wear, Outdoor Gear",3.0,2
1025,OVS,45.4965641813151,9.11334592849016,"Centro Commerciale Bonola, Via Giacomo Quarenghi 23, 20151 Milan, Italy","Women's Clothing, Men's Clothing, Children's Clothing",3.5,3
1026,Bar Rossano,45.4984894,9.1414804,"Via Espinasse 84, 20156 Milan, Italy","Pubs, Coffee & Tea",4.0,2
1027,San Siro Stadium Store,45.47812349348011,9.123962111771108,"Stadio San Siro, 20151 Milan, Italy","Sports Wear, Customized Merchandise",0.0,2
1028,Calzoleria Ciccone - Milano Albani,45.48185,9.14525,"Via Francesco Albani 52, 20148 Milan, Italy","Shoe Repair, Shoe Stores, Accessories",0.0,3
1029,Marro Calzature,45.496832,9.1142351,"Via Quarenghi 23, 20151 Milan, Italy",Shoe Stores,0.0,1
1030,Combipel Uomo,45.496614473964,9.11355044692755,"Via Giacomo Quarenghi 23, 20151 Milan, Italy",Men's Clothing,0.0,1
1031,Uno&Una,45.45718,9.18746,"C. Italia, 26, 20122 Milan, Italy",Lingerie,3.0,1
1032,Megabus Terminal,45.4884662440228,9.12020903080702,"Via Giulio Natta 15, 20151 Milan, Italy",Buses,0.0,1
1033,Caffe Rendez Vous,45.4777871,9.1075721,"Via Novara 216, 20153 Milan, Italy","Bars, Cafes, Coffee & Tea",3.0,3
1034,Saluzzi / Angelo,45.48619,9.12759,"Via Trenno, 15, 20151 Milan, Italy",Fashion,0.0,1
1035,La Greca di Daolio Costantino,45.49424,9.12567,"Via Delle Ande, 5, 20151 Milan, Italy",Fashion,0.0,1
1036,Immobiliare Mezzee,45.45275,9.18671,"C. Italia, 68, 20122 Milan, Italy",Fashion,0.0,1
1037,Bonetti / Giuseppina,45.49261,9.11195,"Via UGO Betti, 40/B, 20151 Milan, Italy",Fashion,0.0,1
1038,Cigognini e C.,45.4967,9.1364,"Viale Certosa, 161, 20151 Milan, Italy",Fashion,0.0,1
1039,Ve.di,45.49404,9.14439,"Via Espinasse, 5, 20156 Milan, Italy",Sports Wear,0.0,1
1040,Vintage Shop,45.4458,9.17636,"Alzaia Naviglio Pavese 52, 20143 Milan, Italy","Antiques, Used, Vintage & Consignment",4.5,3
1041,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
1042,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
1043,Abnormal Gallery,45.4409,9.18134,"Via Bonghi Ruggero 17, 20136 Milan, Italy","Bars, Cafes, Coffee & Tea",3.5,3
1044,Patchouli Moda,45.4440689,9.1789503,"Via Giuseppe Meda 20, 20136 Milan, Italy",Fashion,4.0,1
1045,Serendeepity,45.45351,9.18023,"Corso di Porta Ticinese 100, 20123 Milan, Italy","Vinyl Records, Used, Vintage & Consignment",3.8,3
1046,Torrefazione De Pedrina,45.44752,9.1799,"Via Tabacchi Odoardo, 1, 20136 Milan, Italy","Coffee & Tea, Coffee Roasteries",4.5,2
1047,Oldress,45.445772,9.1770929,"Via Conchetta 17, 20136 Milan, Italy","Used, Vintage & Consignment",0.0,2
1048,Wangdi Tibet Shop,45.4446411,9.1793003,"Via Giuseppe Meda 13, 20136 Milan, Italy","Jewelry, Accessories, Religious Items",0.0,3
1049,Guendj,45.45123,9.17308,"Ripa Porta Ticinese 47, 20144 Milan, Italy","Used, Vintage & Consignment",4.0,2
1050,Punta Tacco,45.4420704058644,9.17060103267431,"Via Imperia 26, 20142 Milan, Italy",Sports Wear,4.0,1
1051,Ago e Spago,45.45197,9.1837199,"Viale Col di Lana 12, 20136 Milan, Italy",Shoe Stores,4.3,1
1052,Yoga Shop,45.45304,9.17757,"Viale Gabriele D'Annunzio 25, 20125 Milan, Italy","Sports Wear, Yoga",4.3,2
1053,Altromercato,45.45029,9.17983,"Corso San Gottardo 16, 20136 Milan, Italy","Grocery, Accessories",4.3,2
1054,COIN,45.45594,9.17245,"Piazza Cantore 12, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Lingerie",3.8,3
1055,Tutto a Mezz'Euro e Più,45.45012,9.17982,"Corso San Gottardo  18, 20136 Milan, Italy","Home Decor, Accessories",4.5,2
1056,Turci Calzature,45.45358,9.1704899,"Piazzale Stazione Porta Genova 3, 20144 Milan, Italy",Shoe Stores,4.3,1
1057,Maiden-Art Boutique,45.4397811,9.1786981,"Via Cavour 26, 21021 Angera, Italy","Jewelry, Accessories",5.0,2
1058,Mauro Leone,45.455669,9.180478,"Corso di Porta Ticinese 60, 20123 Milan, Italy",Shoe Stores,3.8,1
1059,Iuter,45.4567909,9.1807899,"Corso di Porta Ticinese 48, 20123 Milan, Italy","Women's Clothing, Men's Clothing, Accessories",4.0,3
1060,Bettinadue,45.4707995115602,9.20816168189049,"Via Felice Bellotti 11, 20129 Milan, Italy","Women's Clothing, Shoe Stores, Accessories",4.0,3
1061,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
1062,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
1063,Matricola Pub,45.4755823,9.2233832,"Viale Romagna 43, 20133 Milan, Italy","Pubs, Cafes, Cocktail Bars, Coffee & Tea",3.5,4
1064,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
1065,Vivere Meglio,45.47117,9.20647,"Viale Piave 19, 20129 Milan, Italy","Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea",4.0,3
1066,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
1067,Tandem,45.4691164,9.208182,"Via Carlo Goldoni 4, 20129 Milan, Italy","Children's Clothing, Used, Vintage & Consignment",0.0,3
1068,Penelope Mercatino dell'Usato,45.466671,9.2094498,"Via Macedonio Melloni 6, 20129 Milan, Italy","Antiques, Thrift Stores, Used, Vintage & Consignment",4.0,4
1069,Salvagente,45.46584,9.21452,"Via Fratelli Bronzetti 16, 20129 Milan, Italy","Outlet Stores, Men's Clothing, Women's Clothing",3.5,3
1070,Dolce & Gabbana,45.46911,9.20918,"Via Carlo Goldoni 10, 20129 Milan, Italy","Men's Clothing, Women's Clothing",0.0,2
1071,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
1072,Pause,45.4804993,9.2122002,"Via Federico Ozanam 7, 20129 Milan, Italy","Bars, Women's Clothing",4.3,2
1073,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
1074,N.R. One Rosa,45.47108,9.20691,"viale Piave 20, 20129 Milan, Italy","Children's Clothing, Men's Clothing",4.0,2
1075,Stradivarius,45.47614396,9.20641065,"Via Lazzaro Palazzi 2, 20124 Milan, Italy","Women's Clothing, Accessories",4.2,2
1076,Surimono,45.4669794,9.2009293,"Corso Monforte 25, 20122 Milan, Italy","Accessories, Home Decor",4.7,2
1077,Arte del Ricevere,45.46669,9.21357,"Via Macedonio Melloni 35, 20129 Milan, Italy","Coffee & Tea, Tea Rooms",4.0,2
1078,Miki Thumb,45.467960357666,9.1817798614502,"Via Fiamma Galvano 40, 20129 Milan, Italy","Accessories, Women's Clothing, Shoe Stores",4.0,3
1079,Matia's Fashion Outlet,45.4701040281355,9.20077535483338,"Corso Venezia 37, 20121 Milan, Italy","Outlet Stores, Fashion",4.3,2
1080,Meet2biz,45.451889,9.1747799,"Alzaia Naviglio Grande 14, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Home Decor",5.0,3
1081,Swagg,45.4512799,9.15582,"Via Delle Foppette, 2, 20144 Milan, Italy",Fashion,4.0,1
1082,Luna Stone,45.4516371,9.1557232,"Via Savona 82, 20144 Milan, Italy","Jewelry, Accessories",4.0,2
1083,Blume Atelier,45.4512799,9.15582,"Via delle Foppette 2, 20144 Milan, Italy",Women's Clothing,4.0,1
1084,Mortarotti,45.4528585,9.1561161,"Via Belfiore 6, 20144 Milan, Italy","Shoe Stores, Accessories, Women's Clothing",4.0,3
1085,Verde Pisello,45.44726,9.15435,"Via Lodovico Il Moro, 9, 20143 Milan, Italy",Sports Wear,4.0,1
1086,Sbarbaro e Visigalli,45.45183,9.15285,"Via Giambellino 5, 20146 Milan, Italy","Coffee & Tea, Candy Stores",5.0,2
1087,Lab,45.4514798,9.1560685,"Via Savona  73, 20144 Milan, Italy",Lingerie,0.0,1
1088,Nonostante Marras,45.4563293,9.1603098,"Via Cola di Rienzo 8, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Bookstores",5.0,3
1089,Emme e Erre di Mariella Rossi,45.4502499,9.15221,"Via Savona, 97, 20144 Milan, Italy",Leather Goods,0.0,1
1090,C.W.F. Children Wordwide Fashion Italia,45.4502499,9.15221,"Via Savona, 97, 20144 Milan, Italy",Children's Clothing,0.0,1
1091,Nobleman,45.45291,9.1565999,"Via Solari 43, 20144 Milan, Italy",Fashion,4.0,1
1092,Jaggy,45.45145,9.16208,"Via Tortona 31, 20144 Milan, Italy",Fashion,4.0,1
1093,Hogan Headquarter,45.45337,9.1611499,"Via Savona 56, 20144 Milan, Italy",Fashion,4.0,1
1094,Tresor,45.4546584,9.1427719,"20146 Milan, Italy",Women's Clothing,5.0,1
1095,Guendj,45.45123,9.17308,"Ripa Porta Ticinese 47, 20144 Milan, Italy","Used, Vintage & Consignment",4.0,2
1096,Turci Calzature,45.45358,9.1704899,"Piazzale Stazione Porta Genova 3, 20144 Milan, Italy",Shoe Stores,4.3,1
1097,COIN,45.45594,9.17245,"Piazza Cantore 12, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Lingerie",3.8,3
1098,La Merceria dei Desideri di Iovino Lucia,45.45109,9.15391,"Via Savona, 90/A, 20144 Milan, Italy",Fashion,0.0,1
1099,Original Marines,45.454636927828,9.15078353136778,"Vie Lorenteggio 25, 20146 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",4.0,3
1100,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
1101,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
1102,Brooks Brothers,45.46625,9.19562,"Via San Pietro all'Orto 10, 20121 Milan, Italy","Men's Clothing, Women's Clothing",4.0,2
1103,Diffusione Tessile,45.46528,9.19709,"Galleria San Carlo 6, 20122 Milan, Italy",Women's Clothing,4.0,1
1104,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
1105,Nespresso,45.4655517038467,9.19399040106134,"Piazzetta del Liberty 8, 20121 Milan, Italy","Coffee & Tea, Appliances, Cafes",3.7,3
1106,H&M,45.46569,9.19734,"Galleria Passarella 1, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.5,3
1107,GAP,45.46553,9.19604,"Corso Vittorio Emanuele II 24/28, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.1,3
1108,Marco,45.4656499,9.19602,"Corso Vittorio Emanuele II, 15, 20122 Milan, Italy",Shoe Stores,4.0,1
1109,Abercrombie & Fitch,45.4667912412631,9.19543456427328,"Corso Giacomo Matteotti 12, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",2.8,3
1110,Zara,45.465425751756,9.19549916607884,"Corso Vittorio Emanuele II 11, 20122 Milan, Italy","Women's Clothing, Men's Clothing, Children's Clothing",3.1,3
1111,Inter Store,45.46557,9.19706,"Galleria Passarella 2, 20122 Milan, Italy",Sports Wear,4.0,1
1112,Fratelli Rossetti,45.46728,9.19621,"Via Montenapoleone 1, 20121 Milan, Italy",Shoe Stores,5.0,1
1113,Diesel,45.46643,9.19713,"Piazza San Babila 1/3, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.7,3
1114,Massimo Dutti,45.4659538,9.1965704,"Corso Vittorio Emanuele II 29-37, 20122 Milan, Italy","Men's Clothing, Women's Clothing",4.5,2
1115,Cashmirino,45.46567,9.19569,"Via San Pietro All'orto, 3, 20121 Milan, Italy",Children's Clothing,4.0,1
1116,Louis Vuitton,45.4674014,9.196213,"Via Montenapoleone 2, 20121 Milan, Italy","Accessories, Luggage",3.4,2
1117,Furla,45.4650901,9.194817,"Corso Vittorio Emanuele, 18, 20121 Milan, Italy",Leather Goods,4.0,1
1118,Maison Goyard,45.46904,9.19453,"Via Gesù 2, 20121 Milan, Italy","Leather Goods, Luggage, Accessories",5.0,3
1119,& Other Stories,45.464859,9.1931,"Corso Vittorio Emanuele 1, 20122 Milan, Italy","Women's Clothing, Accessories, Shoe Stores",4.0,3
1120,Aroma Napoletano by Bar Mexico Napoli,45.49006111972474,9.189695527171724,"Via Traù 2, 20159 Milan, Italy","Coffee & Tea, Bakeries",4.5,2
1121,Deus Ex Machina,45.4908970401687,9.18902512639761,"Via Thaon de Revel 3, 20159 Milan, Italy",Sports Wear,4.0,1
1122,Parrucchiere Sif,45.5010681,9.1879501,"Via Valassina 35, 20159 Milan, Italy","Hair Salons, Accessories, Cosmetics & Beauty Supply",5.0,3
1123,Boggi Factory Store,45.49536,9.1759799,"Viale Lancetti 28, 20158 Milan, Italy","Men's Clothing, Outlet Stores",3.7,2
1124,Bastard Store,45.50029,9.19844,"Via Scipio Slataper 19, 20125 Milan, Italy","Sports Wear, Shoe Stores, Men's Clothing",4.0,3
1125,Moku,45.500786,9.1755242,"Via Guerzoni 39, 20158 Milan, Italy","Women's Clothing, Accessories, Hats",5.0,3
1126,Wild West,45.503621868882,9.17943589389324,"Via Legnone 81, 20158 Milan, Italy","Men's Clothing, Women's Clothing",0.0,2
1127,EmmeGross,45.5019371,9.1665821,"Via Carnevali 116, 20158 Milan, Italy","Lingerie, Outlet Stores",5.0,2
1128,Indumenti da lavoro e sport,45.49268,9.18467,"Via Carlo Farini, 58, 20159 Milan, Italy",Fashion,4.0,1
1129,Double B - Brian & Barry Outlet,45.49536,9.1759799,"Viale Lancetti, 28, 20158 Milan, Italy","Fashion, Outlet Stores",3.7,2
1130,ZD SPORT,45.496105,9.186305,"Fermata Via Farini, Via Menabrea 21, 20159 Milan, Italy",Sports Wear,0.0,1
1131,No.Nu,45.5003996,9.183123,"Via Imbonati 22, 20159 Milan, Italy","Women's Clothing, Men's Clothing",0.0,2
1132,Kammi Calzature Valassina,45.5017049,9.1659553,"Via Imbriani 61, 20158 Milan, Italy","Accessories, Shoe Stores",3.7,2
1133,Non Solo Vintage,45.48946,9.18925,"Via Pietro Borsieri 32, 20159 Milan, Italy","Accessories, Women's Clothing",4.0,2
1134,Arcobaleno,45.5073001730033,9.20342456549406,"Via Elio Reguzzoni 4, 20125 Milan, Italy","Used, Vintage & Consignment",5.0,2
1135,Atlantic FUR Service Italia,45.4957,9.17735,"Via Resegone 1A, 20159 Milan, Italy",Fur Clothing,0.0,1
1136,La Cialdina,45.5049130070099,9.17595810593065,"Via Giuseppe Tartini 12, 20158 Milan, Italy",Coffee & Tea,0.0,1
1137,BJ Sport,45.48974,9.18923,"Via Pietro Borsieri 34, 20159 Milan, Italy",Sports Wear,4.0,1
1138,Calzature Prisco,45.49812,9.1844699,"Place Maciachini, 16, 20159 Milan, Italy",Shoe Stores,3.0,1
1139,S&M Calzature,45.50678,9.19979,"V.le Ca' Granda 2, 20162 Milan, Italy",Shoe Stores,0.0,1
1140,Matricola Pub,45.4755823,9.2233832,"Viale Romagna 43, 20133 Milan, Italy","Pubs, Cafes, Cocktail Bars, Coffee & Tea",3.5,4
1141,The Rabbit Hole,45.479719493033514,9.236302077770231,"Via Carlo Valvassori Peroni 47/A, 20133 Milan, Italy",Coffee & Tea,0.0,1
1142,Bimbi Chic,45.4812,9.23577,"Via Bassini Edoardo, 43, 20100 Milan, Italy",Children's Clothing,0.0,1
1143,Salvagente Bimbi,45.47768,9.22039,"Via Balzaretti 28, 20133 Milan, Italy",Children's Clothing,4.3,1
1144,New York Bar,45.48183,9.23226,"Piazza Carlo Donegani 6, 20133 Milan, Italy",Coffee & Tea,3.0,1
1145,Fatto da Yo,45.4917615,9.2181944,"Viale Monza 51, 20127 Milan, Italy","Fashion, Customized Merchandise, Screen Printing",5.0,3
1146,Kammi,45.485,9.23162,"Via Capranica 18, 20131 Milan, Italy",Shoe Stores,3.5,1
1147,Pizzi Ricci e Stravizi,45.48341,9.24259,"Via Conte Rosso 26, 20134 Milan, Italy","Baby Gear & Furniture, Maternity Wear, Children's Clothing",4.0,3
1148,Share,45.4888636,9.2204625,"Viale Padova 36, 20131 Milan, Italy","Used, Vintage & Consignment, Women's Clothing, Children's Clothing",4.0,4
1149,Jump,45.48127,9.2259,"Via Pacini 13, 20131 Milan, Italy",Shoe Stores,4.0,1
1150,Cafè de Milan,45.47809,9.2366499,"via valvassori peroni, ang. via bassini, 20133 Milan, Italy",Coffee & Tea,2.0,1
1151,Caty Oriental Bazar,45.48415,9.22318,"Via Vallazze 34, 20131 Milan, Italy","Costumes, Sports Wear",4.0,2
1152,Tresse Sport,45.49158,9.21809,"Viale Monza 49, 20127 Milan, Italy",Sports Wear,4.0,1
1153,Auguri Bar Di Li Xuefang,45.4862654,9.2372591,"Piazza Monte Titano 7, 20132 Milan, Italy","Cafes, Coffee & Tea",4.5,2
1154,Caramelle,45.48543,9.23448,"Piazza Gobetti, 14, 20131 Milan, Italy",Shoe Stores,4.0,1
1155,Il Caffè del Borgo,45.4839399,9.2424199,"Via Conte Rosso, 27, 20134 Milan, Italy","Coffee & Tea, Bars",4.0,2
1156,Fabrizio Abbigliamento,45.49118194674,9.2378793505241,"Via Feltre, 1, 20132 Milan, Italy",Men's Clothing,5.0,1
1157,Officina 171,45.48516,9.23547,"Via Salieri 6, 20131 Milan, Italy","Women's Clothing, Men's Clothing, Shoe Stores",3.0,3
1158,Piccolo Lord,45.47547,9.21994,"Via Plinio 60, 20129 Milan, Italy",Children's Clothing,4.0,1
1159,Kelly Abbigliamento,45.48083,9.22565,"via giovanni pacini 6, 20131 Milan, Italy",Women's Clothing,4.0,1
1160,Latteria e Caffetteria Nilo,45.52579,9.20857,"Viale Suzzani 275, 20162 Milan, Italy","Bars, Coffee & Tea",5.0,2
1161,DE Carli / Everardo,45.5259799,9.20897,"Viale Giovanni Suzzani, 270, 20162 Milan, Italy",Fashion,0.0,1
1162,Foot Locker,45.5293447,9.2167382,"Via Milanese 10, 20099 Sesto San Giovanni, Italy","Shoe Stores, Accessories",4.0,2
1163,Tezenis,45.53287,9.2177399,"Via Milanese, Centro Commerciale Sarca, 20099 Sesto San Giovanni, Italy",Lingerie,4.0,1
1164,Universosport,45.5257111,9.2146397,"Viale Sarca 336, 20126 Milan, Italy",Sports Wear,0.0,1
1165,Oviesse,45.5226383341185,9.21503698214601,"Viale Sarca 232, 20126 Milan, Italy","Women's Clothing, Men's Clothing, Children's Clothing",0.0,3
1166,Bar Leo,45.5358029,9.2251357,"via Rovani, 20099 Sesto San Giovanni, Italy",Coffee & Tea,4.3,1
1167,Universo Sport,45.53323,9.21779,"Via Milanese, 20099 Sesto S. Giovanni, Italy","Shoe Stores, Sports Wear",0.0,2
1168,Sport Mission,45.5179199,9.20755,"Viale Fulvio Testi, 216, 20126 Milan, Italy",Sports Wear,0.0,1
1169,Coalca,45.5332099,9.2081,"Via Clerici, 342, 20091 Bresso, Italy",Fashion,0.0,1
1170,Merceria Lella,45.53641375,9.22770828,"via C.Battisti  89/a, 20099 Sesto San Giovanni, Italy",Men's Clothing,4.0,1
1171,CVG Moda,45.521276,9.21519,"Via Friedrich Von Hayek, 20126 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.0,3
1172,Trio,45.5308,9.22274,"Via Giosue' Carducci, 221, 20099 Sesto S. Giovanni, Italy",Fashion,0.0,1
1173,Props Outlet dell'Usato,45.5192663,9.1956674,"20162 Milan, Italy","Home & Garden, Used, Vintage & Consignment",0.0,3
1174,Bimbo' Tutto Per Il Bimbo e la Mamma,45.5192663,9.1956674,"20162 Milan, Italy",Children's Clothing,0.0,1
